CodItem,Desc Item,Category,Family,Speciality,Testing Cost
70001256,"HEPATITE C (HCV), CARGA VIRAL, SORO/PLASMA, PCR",CA,CORELAB,INFECTIOUS,46.66
70002853,"CARBAMAZEPINA, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MCG/ML)",CA,TOXICO,THERAPEUTIC DRUG,4.92
70002972,"GASOMETRIA VENOSA, SANGUE VENOSO",CA,CORELAB,BIOCHEMISTRY,7.02
70003998,"ACIDO VALPROICO (VALPROATO), SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: UG/ML)",CA,TOXICO,THERAPEUTIC DRUG,4.89
70003632,"FEBRE AMARELA RNA, SANGUE, PCR",CA,GENETICS,BIOMOLECULAR,130.92
70004703,ANTIGENOS INALATORIOS ANTICORPOS,CA,CORELAB,ALLERGY,4.85
70005103,"GRUPO GX3-GRAMINEAS (FENO DE CHEIRO+ AZEVEM+ RABO DE GATO+ CENTEIO+ ERVA LANAR), IGE, SORO",CA,CORELAB,ALLERGY,5.22
70002992,ARTICULAR - OMBRO- ESQUERDO - US,RID,ULTRASOUND,SKELETAL MUSCLE,72.04
70001899,"FATOR XA ( ATIVADO), PLASMA",CA,HEMATO,COAGULATION,20.02
70003112,BIOPSIA DE VAGINA,RID,GENITOURIN,COLPOSCOPY,51.08
70005281,DENTAL (DENTASCAN)- ARCADA SUPERIOR - TC,RID,CT SCAN,HEAD AND NECK,156.77
70001399,"PH, SECRECAO VAGINAL",CA,CORELAB,BIOCHEMISTRY,3.04
70004475,"COPROLOGICO FUNCIONAL, FEZES",CA,COPRO,SPECIAL COPRO,4.83
70004933,"LEVEDURAS E TRICHOMONAS, DIVERSOS (XXX), EXAME A FRESCO",CA,MICROBIO,BACTEROSCOPY,11.02
70002604,ANGIO-TC MEMBRO INFERIOR DIREITO,RID,CT SCAN,VASCULAR,235.51
70002922,MAMOGRAFIA DIGITAL BILATERAL,RID,MAMMO,MAMMOGRAPHY,142.67
70003927,"CORTISOL AS 16:00 HORAS, SORO",CA,CORELAB,IMMUNOHORMONE,5.47
70003233,COLUNA CERVICAL - 3 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,70.92
70002738,"ENDOMISIO, ANTICORPOS IGG E IGA, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,13.63
70000949,"IGA - IMUNOGLOBULINA A, SALIVA",CA,CORELAB,IMMUNOHORMONE,2.74
70000329,"CREATINO FOSFOQUINASE - FRACAO MB (CKMB), SORO",CA,CORELAB,BIOCHEMISTRY,4.12
70001991,ECODOPPLERCARDIOGRAMA COM ESTRESSE FARMACOLOGICO(DOBUTAMINA),RID,CARDIO,ECHOCARDIOGRAPHY,95.13
70004052,AMILASE POS PRANDIAL,CA,CORELAB,BIOCHEMISTRY,34.61
70004165,"CA 15-3, MARCADOR TUMORAL, SORO",CA,CORELAB,IMMUNOHORMONE,2.9
70001632,"CA 125, MARCADOR TUMORAL, SORO",CA,CORELAB,IMMUNOHORMONE,2.57
70006061,"CA 19-9, MARCADOR TUMORAL, SORO",CA,CORELAB,IMMUNOHORMONE,1.9
70000842,"CARCINOEMBRIOGENICO (CEA), ANTIGENO, SORO",CA,CORELAB,IMMUNOHORMONE,1.67
70003401,RM ABDOME TOTAL,RID,MRI,INTERNAL MEDICINE,675.38
70002190,VACINA PARA CATAPORA,VX,VACCINE,VACCINE,31.26
70000901,"MONONUCLEOSE, ANTI-VCA (EBV) IGG - QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,6.92
70006555,"COLESTEROL E FRACOES, SORO",CA,CORELAB,BIOCHEMISTRY,1.08
70000908,"MONONUCLEOSE, ANTI-VCA (EBV) IGM - QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,6.8
70003807,"CORTISOL LIVRE, QUANTITATIVO, URINA DE 24 HORAS",CA,CORELAB,IMMUNOHORMONE,3.09
70005781,"ANDROSTENEDIONA, SORO",CA,CORELAB,IMMUNOHORMONE,2.3
70002982,"PERFIL, ENZIMAS HEPATICAS, SORO,",CA,CORELAB,BIOCHEMISTRY,1.55
70003085,TC TORAX,RID,CT SCAN,CHEST,286.41
70004900,VACINA PNEUMOCOCICA 13 VALENTE,VX,VACCINE,VACCINE,46.41
70005691,DOPPLER OBSTETRICO MORFOLOGICO,RID,ULTRASOUND,FETAL MEDICINE,98.77
70006315,"DIVERSOS (XXX), MICOLOGICO DIRETO",CA,MICROBIO,MYCOLOGY,9.1
70003704,"RETICULOCITOS, AUTOMATIZADO, SANGUE",CA,HEMATO,BLOOD COUNT,6.45
70001940,"DISMORFISMO ERITROCITARIO , PESQUISA, URINA AMOSTRA ISOLADA",CA,URINE,SPECIAL,10.63
70000944,"HEPATITE B (HBCAC), ANTICORPO IGG CORE, SORO",CA,CORELAB,INFECTIOUS,1.99
70000914,"HEPATITE B (HBEAC), ANTICORPO E, SORO",CA,CORELAB,INFECTIOUS,2.35
70002092,EXCISAO DE POLIPO CERVICAL (POR POLIPO) - EM COLO UTERINO,RID,GENITOURIN,COLPOSCOPY,43.76
70000462,"HEMOGLOBINA HUMANA, PESQUISA NAS FEZES",CA,COPRO,SPECIAL COPRO,7.97
70001901,"INSULINA COM INDICE HOMA, SORO/PLASMA",CA,CORELAB,IMMUNOHORMONE,2.02
70004627,"ACTH - HORMONIO ADRENOCORTICOTROFICO, PLASMA",CA,CORELAB,IMMUNOHORMONE,2.99
70004038,"CREATININA, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,CORELAB,BIOCHEMISTRY,1.37
70002175,ESTRUTURAS SUPERFICIAIS (AXILA DIREITA) - US,RID,ULTRASOUND,GENERAL,95.12
70004948,"CITOPLASMA DOS NEUTROFILOS ANTICORPOS CLASSICO (C-ANCA), PESQUISA, SORO",CA,CORELAB,IMMUNOHORMONE,11.62
70005808,"RUBEOLA, ANTICORPOS, IGM E IGG, SORO",CA,CORELAB,INFECTIOUS,12.28
70003583,"PNEUMOCOCCUS,ANTICORPOS IGG, 7 SOROTIPOS, SORO",CA,CORELAB,IMMUNOHORMONE,43.29
70003194,MONITORIZACAO AMBULATORIAL DA PRESSAO ARTERIAL - MAPA (24 HORAS),RID,CARDIO,ABPM,86.45
70004577,"SEROTONINA, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: NG/ML)",CA,CORELAB,IMMUNOHORMONE,16.21
70001200,"17-ALFA-HIDROXIPROGESTERONA, SORO",CA,CORELAB,IMMUNOHORMONE,5.64
70000082,"COLESTEROL - HDL, SORO/PLASMA (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,CORELAB,BIOCHEMISTRY,1.07
70005226,PELVICO TRANSVAGINAL - DOPPLER COLORIDO,RID,ULTRASOUND,DOPPLER,75.48
70001419,"ALFA-FETOPROTEINA, SORO",CA,CORELAB,IMMUNOHORMONE,1.83
70002039,MEMBRO INFERIOR - DIREITO - DOPPLER COLORIDO ARTERIAL,RID,ULTRASOUND,DOPPLER,72.44
70004766,MEMBRO INFERIOR - ESQUERDO - DOPPLER COLORIDO ARTERIAL,RID,ULTRASOUND,DOPPLER,71.98
70005487,COLUNA DORSAL - 2 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,68.15
70004387,"HEPATITE B VIRUS, CARGA VIRAL, SORO/PLASMA, PCR",CA,CORELAB,INFECTIOUS,29.23
70004354,"TARTRAZINA (F400), IGE, SORO",CA,CORELAB,ALLERGY,9.49
70004677,"PSA - ANTIGENO PROSTATICO ESPECIFICO, TOTAL ULTRA SENSIVEL, , SORO",CA,CORELAB,IMMUNOHORMONE,1.94
70002998,"CLORO, DOSAGEM,SORO",CA,CORELAB,BIOCHEMISTRY,1.71
70005888,"TIREOGLOBULINA, SORO",CA,CORELAB,IMMUNOHORMONE,7.07
70005822,"SOMATOMEDINA C (IGF-1), SORO",CA,CORELAB,IMMUNOHORMONE,2.9
70005307,PROSTATA (VIA ABDOMINAL) - US,RID,ULTRASOUND,GENERAL,73.57
70005809,RM HIPOFISE,RID,MRI,NEURAL,271.43
70001349,"ESQUISTOSSOMOSE, ANTICORPOS IGG, SORO",CA,CORELAB,IMMUNOHORMONE,20.13
70003607,"HEMATOCRITO, SANGUE",CA,HEMATO,BLOOD COUNT,3.44
70004643,"HEMOGLOBINA, SANGUE",CA,HEMATO,BLOOD COUNT,3.52
70001875,"CITOLOGIA ONCOTICA, XXX",PA,CYTO,ONCOTIC CYTOLOGY,58.69
70002663,ULTRASSONOGRAFIA PARA DIRIGIR PUNCAO,RID,ULTRASOUND,GENERAL,85.73
70003198,PUNCAO MAMARIA PERCUTANEA POR AGULHA FINA ORIENTADA POR US(ACRESCENTAR O EXAME DE BASE),RID,ULTRASOUND,INVASIVE PROCEDURE,92.88
70001225,"T3 LIVRE (TRIIODOTIRONINA LIVRE), SORO",CA,CORELAB,IMMUNOHORMONE,1.54
70001005,"GRUPO WX7-ERVAS DANINHAS, IGE , SORO",CA,CORELAB,ALLERGY,4.06
70003770,"1,25-DIHIDROXI VITAMINA D, SORO",CA,TOXICO,VITAMINS,29.66
70001957,MIOCARDIO PERFUSAO - ESTRESSE FARMACOLOGICO(DIPIRIDAMOL)- CINTILOGRAFIA,RID,INTERNAL,SCINTILOGRAPHY,793.11
70000780,"PROTEINA S, DETERMINACAO, PLASMA",CA,HEMATO,COAGULATION,22.24
70004664,"PROTEINA C, DETERMINACAO, PLASMA",CA,HEMATO,COAGULATION,16.86
70005658,RM ABDOME CONTRASTE HEPATO ESPECIFICO,RID,MRI,INTERNAL MEDICINE,504.72
70002017,"POLIPECTOMIA DO ESOFAGO, ESTOMAGO E DUODENO (INDEPENDENTE DO NUMERO DE POLIPOS) - POR ENDOSCOPIA INTERVENCIONISTA (* COM DIRETRIZ UTILIZACAO)",RID,GASTROENT,ENDOSCOPY,143.83
70000796,"BIOTINIDASE ATIVIDADE, QUANTITATIVO, SORO/PLASMA",CA,NEONATO,SCREENING,177.37
70004871,ESTRUTURAS SUPERFICIAIS - REGIAO INGUINAL DIREITA - US,RID,ULTRASOUND,GENERAL,107.02
70000231,"CALCIO, URINA DE 24 HORAS (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,CORELAB,BIOCHEMISTRY,17.96
70000545,"FATOR XIII, PESQUISA, PLASMA",CA,HEMATO,COAGULATION,73.0
70001153,"MORANGO (F44), IGE RAST, SORO",CA,CORELAB,ALLERGY,5.04
70005153,"ATUM (F40), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.79
70002171,ARTICULAR - TORNOZELO- DIREITO - US,RID,ULTRASOUND,SKELETAL MUSCLE,71.49
70003234,COLUNA CERVICAL - DINAMICO OU FUNCIONAL - RX,RID,X-RAY,CONVENTIONAL,52.31
70003798,"LEPTINA, SORO",CA,CORELAB,IMMUNOHORMONE,13.04
70004963,"BAAR - DIVERSOS (XXX), PESQUISA DIRETA POR ZIEHL",CA,MICROBIO,BACTEROSCOPY,16.12
70006455,VACINA HEPATITE B ADULTO,VX,VACCINE,VACCINE,24.11
70003791,IGFBP-3 (PROTEINA LIGADORA DOS FATORES DE CRESCIMENTO INS,CA,CORELAB,IMMUNOHORMONE,3.5
70004879,OBSTETRICA CONVENCIONAL COM DOPPLER COLORIDO - US,RID,ULTRASOUND,FETAL MEDICINE,83.96
70000125,"PROTEINAS TOTAIS, URINA AMOSTRA ISOLADA",CA,URINE,ROUTINE,1.39
70002828,"CREATININA, URINA AMOSTRA ISOLADA (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,CORELAB,BIOCHEMISTRY,0.88
70004398,"TRANSFERRINA, SORO",CA,CORELAB,IMMUNOHORMONE,1.56
70004186,"GLICOSE, PLASMA, BASAL",CA,CORELAB,BIOCHEMISTRY,1.04
70005812,"TRAB - RECEPTOR DE TSH, ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,9.47
70003110,BIOPSIA DE VULVA,RID,GENITOURIN,VULVOSCOPY,49.05
70005201,"ALUMINIO, QUANTITATIVO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,2.36
70004426,"VITAMINA A, DOSAGEM, SANGUE",CA,TOXICO,VITAMINS,7.61
70004020,"COBRE, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: UG/L)",CA,TOXICO,TOXICOLOGY,3.26
70005400,"CHUMBO, SANGUE",CA,TOXICO,OCCUPATIONAL,2.46
70002341,"MERCURIO, SANGUE",CA,TOXICO,OCCUPATIONAL,2.74
70005877,"VITAMINA B6 (PIRIDOXINA), DOSAGEM, SANGUE",CA,CORELAB,BIOCHEMISTRY,8.33
70006810,TC MATERIAIS/MEDICAMENTOS,RID,CT SCAN,MAT / MED,0.0
70003306,"PEPTIDEO NATRIURETICO B, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: PG/ML)",CA,CORELAB,IMMUNOHORMONE,24.2
70001006,"IGA - IMUNOGLOBULINA A, SORO",CA,CORELAB,IMMUNOHORMONE,2.54
70005859,"COMPOSTO S (11 - DESOXICORTISOL), SORO",CA,CORELAB,IMMUNOHORMONE,130.24
70001091,"ESPERMOGRAMA, ESPERMA",CA,HEMATO,HEMATOCYTOLOGY,9.32
70007083,IDENTIFICACAO GENETICA - PATERNIDADE DUO,CA,GENETICS,PATERNITY,88.82
70005785,TC DE CRANIO,RID,CT SCAN,NEURAL,279.49
70004874,VIAS URINARIAS (MASCULINO) - ESTUDO SONOGRAFICO DINAMICO - US,RID,ULTRASOUND,GENERAL,73.36
70005497,PE OU PODODACTILO ESQUERDO - RX,RID,X-RAY,CONVENTIONAL,66.64
70006410,PE OU PODODACTILO DIREITO - RX,RID,X-RAY,CONVENTIONAL,66.44
70005265,JOELHO - ESQUERDO 3 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,63.45
70002066,JOELHO - DIREITO 3 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,63.29
70001819,"STREPTOCOCCUS BETA-HEMOLITICO DO GRUPO A, PESQUISA TESTE RAPIDO, OROFARINGE",CA,CORELAB,IMMUNOHORMONE,12.68
70003225,BACIA - FRENTE - RX,RID,X-RAY,CONVENTIONAL,57.26
70004886,VACINA MENINGOCOCICA ACWY,VX,VACCINE,VACCINE,19.22
70005294,ARTICULAR - MAO ESQUERDA - US,RID,ULTRASOUND,SKELETAL MUSCLE,72.54
70005526,ORGAOS SUPERFICIAIS (ESCROTO E TESTICULO) - US,RID,ULTRASOUND,GENERAL,76.91
70000060,"CALCIO, DOSAGEM, URINA (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/L)",CA,CORELAB,BIOCHEMISTRY,0.68
70003989,"ACIDO URICO (URATO), URINA AMOSTRA ISOLADA (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,CORELAB,BIOCHEMISTRY,0.68
70007058,IDENTIFICACAO GENETICA - PATERNIDADE TRIO,CA,GENETICS,PATERNITY,63.92
70000640,"CASPA DE CAO (E5), IGE RAST, SORO",CA,CORELAB,ALLERGY,5.63
70004095,"ELETROFORESE DE PROTEINAS, SORO",CA,CORELAB,ELECTROPHORESIS,5.79
70003475,"ANTICOAGULANTE LUPICO , PESQUISA, PLASMA",CA,HEMATO,COAGULATION,7.61
70005570,"HIV - CARGA VIRAL, SORO/PLASMA, PCR",CA,CORELAB,INFECTIOUS,47.65
70002183,"OBSTETRICA 1§ TRIMESTRE (ENDOVAGINAL), PRIMEIRO FETO - US",RID,ULTRASOUND,FETAL MEDICINE,86.26
70004375,"VERMELHO CARMIN (CORANTE VERMELHO) (F340), IGE RAST, SORO",CA,CORELAB,ALLERGY,9.15
70004288,"CARNE DE PORCO (F26), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.83
70001285,"GLUTEM (F79), IGE RAST, SORO",CA,CORELAB,ALLERGY,6.51
70001166,"GRUPO GX2-GRAMINEAS (GRAMA+ AZEVEM+ RABO DE GATO+ ZABURRO DE ALEPO+PASPALUM , IGE RAST, SORO",CA,CORELAB,ALLERGY,5.12
70000686,"GRUPO MX1-FUNGOS, IGE RAST, SORO",CA,CORELAB,ALLERGY,4.79
70006090,"ANTI TIREOIDE, ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,2.18
70003245,"ANTI-ENA, ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,3.68
70003496,"PH, FEZES",CA,CORELAB,BIOCHEMISTRY,5.99
70000122,"PROTEINAS TOTAIS, SORO",CA,CORELAB,BIOCHEMISTRY,4.5
70000393,"LAMOTRIGINA, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MCG/ML)",CA,CORELAB,BIOCHEMISTRY,6.41
70003146,CURVA GLICEMICA 3 HORAS (0/60/120/180),CA,CORELAB,BIOCHEMISTRY,1.21
70000116,"OXICARBAZEPINA, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: UG/ML)",CA,TOXICO,THERAPEUTIC DRUG,7.72
70004110,"FENOBARBITAL, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MCG/ML)",CA,TOXICO,DRUG ABUSE,5.59
70005239,SEIOS DA FACE - TC,RID,CT SCAN,HEAD AND NECK,202.17
70005915,"BARTONELLA, ANTICORPOS IGG E IGM , SORO, QUANTITATIVO, IF",CA,CORELAB,IMMUNOHORMONE,22.88
70005563,"DEHIDROEPIANDROSTERONA (DHEA), SORO",CA,CORELAB,IMMUNOHORMONE,6.6
70005190,"CACAU (F93), IGE RAST, SORO",CA,CORELAB,ALLERGY,6.59
70004351,"GEMA DE OVO (F75), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.74
70004386,"MEXILHAO AZUL (F37), IGE RAST, SORO",CA,CORELAB,ALLERGY,5.04
70001096,"CAMARAO (F24), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.75
70004503,"LEUCOCITOS, PESQUISA, FEZES",CA,HEMATO,BLOOD COUNT,5.49
70001857,"PREGNENOLONA, SORO",CA,CORELAB,IMMUNOHORMONE,79.51
70003022,VIDEO-FARINGO-LARINGOSCOPIA COM ENDOSCOPIO FLEXIVEL,RID,GASTROENT,LARYNGOSCOPY,100.23
70003258,ARTICULAR -JOELHO- ESQUERDO - US,RID,ULTRASOUND,SKELETAL MUSCLE,71.25
70003310,VACINA ROTAVIRUS PENTAVALENTE,VX,VACCINE,VACCINE,36.34
70000200,"HEMOGLOBINURIA PAROXISTICA NOTURNA (HAM), SANGUE",CA,URINE,ROUTINE,156.76
70004575,"CD4, LINFOCITOS T AUXILIADORES, SANGUE",CA,HEMATO,CYTOMETRY,36.57
70004553,"CD8, LINFOCITOS T CITOTOXICOS, SANGUE,",CA,HEMATO,CYTOMETRY,35.72
70005123,"GRUPO MX2-FUNGOS E LEVEDURAS, IGE RAST, SORO",CA,CORELAB,ALLERGY,4.8
70004376,"SODIO, URINA DE 24 HORAS",CA,CORELAB,BIOCHEMISTRY,0.75
70000666,"TEMPO DE TROMBINA, PLASMA",CA,HEMATO,COAGULATION,5.99
70003571,"FIBRINOGENIO, PLASMA",CA,HEMATO,COAGULATION,4.97
70004295,"CASPA DE CAVALO (E3), IGE RAST, SORO",CA,CORELAB,ALLERGY,5.55
70001075,"CASPA DE GATO (E1), IGE RAST, SORO",CA,CORELAB,ALLERGY,5.02
70000856,"CALCITONINA, SORO",CA,CORELAB,IMMUNOHORMONE,4.3
70005471,POLIPECTOMIA DE COLON (INDEPENDENTE DO NUMERO DE POLIPOS) - POR ENDOSCOPIA INTERVENCIONISTA (* COM DIRETRIZ UTILIZACAO),RID,GASTROENT,COLONOSCOPY,183.94
70002182,VACINA DE HERPES ZOSTER,VX,VACCINE,VACCINE,47.43
70000153,"FRUTOSAMINAS (PROTEINAS GLICOSILADAS), SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MMOL/L)",CA,CORELAB,BIOCHEMISTRY,0.76
70000144,"FOSFATASE ACIDA TOTAL, SORO",CA,CORELAB,BIOCHEMISTRY,2.79
70000175,"ALFA-1-GLICOPROTEINA ACIDA, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,CORELAB,IMMUNOHORMONE,2.95
70004729,"HEMOGLOBINA GLICOSILADA, SANGUE",CA,CORELAB,BIOCHEMISTRY,2.02
70000629,"COOMBS INDIRETO, QUALITATIVO, GEL",CA,HEMATO,IMMUNOHEMATOLOGY,7.77
70001927,"PROTROMBINA POLIMORFISMO,MUTACAO G20210A,PCR-RLFP, SANGUE",CA,GENETICS,SPECIAL GENETICS,46.91
70005422,DENSITOMETRIA OSSEA - CORPO INTEIRO,RID,DENSITO,DENSITOMETRY,102.02
70002026,PESQUISA DE REFLUXO GASTRO-ESOFAGICO - CINTILOGRAFIA,RID,INTERNAL,SCINTILOGRAPHY,290.62
70003749,"DIMERO D, DOSAGEM, PLASMA",CA,CORELAB,CARDIAC MARKERS,29.26
70005295,ESTRUTURAS SUPERFICIAIS (AXILA ESQUERDA) - US,RID,ULTRASOUND,GENERAL,95.37
70005290,ARTICULAR - TORNOZELO- ESQUERDO - US,RID,ULTRASOUND,SKELETAL MUSCLE,70.94
70004069,"LACTOSE, TESTE DE TOLERANCIA, SORO",CA,CORELAB,BIOCHEMISTRY,1.07
70000321,"HEMOGLOBINA ELETROFORESE, SANGUE",CA,CORELAB,ELECTROPHORESIS,7.48
70002110,ESTRUTURAS SUPERFICIAIS - ANTEBRACO DIREITO - US,RID,ULTRASOUND,SKELETAL MUSCLE,71.11
70000715,"ACIDO GLUTAMICO DESCARBOXILASE, ANTICORPOS (ANTI - GAD), SOR",CA,CORELAB,BIOCHEMISTRY,18.37
70001316,"IA2, ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,37.31
70005635,TC SELA TURCA,RID,CT SCAN,HEAD AND NECK,214.21
70001045,"CA 72 4, MARCADOR TUMORAL, SORO",CA,CORELAB,IMMUNOHORMONE,2.51
70005423,DENSITOMETRIA OSSEA (UM SEGMENTO)- ANTEBRACO,RID,DENSITO,DENSITOMETRY,102.64
70003478,"SODIO E CLORO, DOSAGEM, SUOR",CA,CORELAB,BIOCHEMISTRY,9.36
70000850,CURVA GLICEMICA 3 HS (0/30/60/90/120/180),CA,CORELAB,BIOCHEMISTRY,1.07
70001533,"ACIDO CITRICO (CITRATO), DOSAGEM SANGUE",CA,CORELAB,BIOCHEMISTRY,42.15
70005264,JOELHO - ESQUERDO 2 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,66.48
70006402,JOELHO - DIREITO 2 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,66.22
70005628,DOPPLER VEIAS ILIACAS,RID,ULTRASOUND,DOPPLER,53.95
70002172,ARTICULAR - PE ESQUERDO - US,RID,ULTRASOUND,SKELETAL MUSCLE,71.78
70002953,COLUNA LOMBO-SACRA -3 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,62.82
70004474,"ZAP-70, SANGUE, CITOMETRIA DE FLUXO",CA,HEMATO,IMMUNOFETOTYPING,8.92
70000946,"CORTISOL AS 8:00 HORAS, SORO",CA,CORELAB,IMMUNOHORMONE,5.33
70005603,CINTILOGRAFIA MIOCARDIO REPOUSO/ESFORCO,RID,INTERNAL,SCINTILOGRAPHY,1246.47
70000506,"CISTATINA C, SORO",CA,CORELAB,BIOCHEMISTRY,14.52
70006320,BIOPSIA PENIANA,RID,GENITOURIN,PENISCOPY,46.96
70002013,PENISCOPIA (INCLUI BOLSA ESCROTAL),RID,GENITOURIN,PENISCOPY,44.61
70000486,"HEPATITE A (HAV), ANTICORPO IGG, SORO",CA,CORELAB,INFECTIOUS,2.93
70002045,ABDOME SIMPLES 1 INCIDENCIA - RX,RID,X-RAY,CONVENTIONAL,68.12
70001356,"SIFILIS, FTA-ABS IGG, SORO",CA,CORELAB,INFECTIOUS,5.9
70004996,"COMPLEMENTO TOTAL CH-50, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,6.99
70003217,ARTICULACAO TIBIOTARSICA (TORNOZELO) DIREITO - RX,RID,X-RAY,CONVENTIONAL,62.82
70006465,VACINA DA DENGUE,VX,VACCINE,VACCINE,20.47
70005539,VACINA DTPA TIPO ADULTO,VX,VACCINE,VACCINE,17.82
70004872,ESTRUTURAS SUPERFICIAIS - REGIAO INGUINAL ESQUERDA - US,RID,ULTRASOUND,GENERAL,100.49
70002051,BOLSA ESCROTAL - DOPPLER COLORIDO,RID,ULTRASOUND,DOPPLER,72.18
70005512,MASTOIDES OU ORELHAS - TC,RID,CT SCAN,HEAD AND NECK,216.14
70006243,RM COXA DIREITA,RID,MRI,SKELETAL MUSCLE,249.67
70003096,TC PE DIREITO,RID,CT SCAN,SKELETAL MUSCLE,203.7
70004911,QUANTIFERON TB GOLD TEST,CA,CORELAB,IMMUNOHORMONE,46.48
70005719,VACINA HEPATITE B INFANTIL,VX,VACCINE,VACCINE,0.24
70000492,"VITAMINA B1, DOSAGEM, SANGUE (EXEMPLO DE EXPRESSAO DE RESULTADO: MCG/DL)",CA,TOXICO,VITAMINS,6.59
70001084,"ESPERMOGRAMA POS VASECTOMIA, ESPERMA",CA,HEMATO,HEMATOCYTOLOGY,14.44
70003762,"FATOR INTRINSECO, ANTICORPO, SORO",CA,CORELAB,IMMUNOHORMONE,7.56
70000041,"ALDOLASE, SORO",CA,CORELAB,BIOCHEMISTRY,2.29
70003007,ESTRUTURAS SUPERFICIAIS - COXA ESQUERDA - US,RID,ULTRASOUND,SKELETAL MUSCLE,76.87
70002749,"CERULOPLASMINA, SORO/PLASMA (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/L)",CA,CORELAB,BIOCHEMISTRY,5.27
70000124,"VITAMINA K, DOSAGEM, SORO",CA,TOXICO,VITAMINS,71.63
70003671,PPD - TESTE INTRADERMICO,CA,CORELAB,IMMUNOHORMONE,23.07
70005802,TC VIAS URINARIAS,RID,CT SCAN,INTERNAL MEDICINE,209.59
70003716,"FATOR DE VON WILLEBRAND, ANTIGENO, PLASMA, EIE",CA,HEMATO,COAGULATION,2.06
70000186,"FATOR V, ATIVIDADE, PLASMA",CA,HEMATO,COAGULATION,3.89
70004622,"FATOR IX, ATIVIDADE, PLASMA",CA,HEMATO,COAGULATION,9.16
70000300,"FATOR VIII, ATIVIDADE, PLASMA",CA,HEMATO,COAGULATION,7.12
70000664,"ESPERMOGRAMA, MORFOLOGIA KRUGER, ESPERMA",CA,HEMATO,HEMATOCYTOLOGY,23.23
70000043,"APOLIPOPROTEINA B, SORO",CA,CORELAB,IMMUNOHORMONE,3.05
70001847,"CROMOSSOMO Y, MICRODELECOES POR PCR, SANGUE",CA,GENETICS,SPECIAL GENETICS,35.7
70005523,TAXA DE COLETA DOMICILIAR AC,FEE,FEE,AC RATE,9.16
70005788,"PROLACTINA, SORO, 30 MIN APOS REPOUSO",CA,CORELAB,IMMUNOHORMONE,1.72
70005734,"ALDOSTERONA, SORO",CA,CORELAB,IMMUNOHORMONE,11.23
70004245,"RENINA, ATIVIDADE, PLASMA",CA,CORELAB,IMMUNOHORMONE,12.76
70002153,VACINA HEPATITE A + B,VX,VACCINE,VACCINE,12.65
70004971,"CARIOTIPO (TECNICAS COM BANDAS), SANGUE/TECIDO",CA,GENETICS,CYTOGENETIC,149.99
70002997,ARTICULAR - PUNHO- ESQUERDO - US,RID,ULTRASOUND,SKELETAL MUSCLE,71.47
70002191,"VARICELLA ZOSTER, ANTICORPOS IGM + IGG, SORO",CA,CORELAB,IMMUNOHORMONE,14.14
70000937,"HEPATITE A (HAV), ANTICORPO IGM, SORO",CA,CORELAB,INFECTIOUS,2.7
